match_id,season,match_name,home_team,away_team,venue,bowling_team,batting_team,batting_innings,fullName,batting_position,runs,balls,fours,sixes,strike_rate,Batting_FP,TBS,TBOS,OTBS,OTBOS
419162,2010,MI v RCB,MI,RCB,"Dr DY Patil Sports Academy, Mumbai",MI,RCB,2,Virat Kohli,6,9,7,1,0,128.57,10,15.36363636,47.2,28.0,52.33333333
392182,2009,RCB v RR,RCB,RR,"Newlands, Cape Town",RR,RCB,1,Virat Kohli,6,3,8,0,0,37.5,3,15.2,20.0,15.875,20.0
392185,2009,RCB v CSK,RCB,CSK,"St George's Park, Port Elizabeth",CSK,RCB,2,Virat Kohli,7,11,13,0,1,84.61,13,8.090909091,14.75,19.6,18.14285714
392188,2009,RCB v DC,RCB,SRH,"Newlands, Cape Town",SRH,RCB,2,Virat Kohli,6,50,32,7,0,156.25,69,19.6,22.5,18.44444444,20.5
392191,2009,RCB v PBKS,RCB,PBKS,"Kingsmead, Durban",PBKS,RCB,1,Virat Kohli,7,2,3,0,0,66.66,2,18.90909091,25.0,20.6,25.0
392194,2009,RCB v DC,RCB,DC,"St George's Park, Port Elizabeth",DC,RCB,1,Virat Kohli,5,22,24,1,0,91.66,23,18.66666667,6.285714286,19.25,6.285714286
392199,2009,RCB v KKR,RCB,KKR,"Kingsmead, Durban",KKR,RCB,2,Virat Kohli,4,19,12,1,1,158.33,26,23.71428571,29.33333333,30.16666667,29.57142857
392204,2009,RCB v PBKS,RCB,PBKS,"Kingsmead, Durban",PBKS,RCB,1,Virat Kohli,6,16,14,2,0,114.28,18,15.63636364,44.5,23.85714286,44.5
392213,2009,RCB v RR,RCB,RR,"SuperSport Park, Centurion",RR,RCB,1,Virat Kohli,5,15,22,1,0,68.18,14,9.818181818,4.833333333,49.6,4.833333333
392218,2009,RCB v MI,RCB,MI,"St George's Park, Port Elizabeth",MI,RCB,2,Virat Kohli,2,20,22,4,0,90.9,24,16.0,10.33333333,11.36363636,38.0
392224,2009,RCB v CSK,RCB,CSK,"Kingsmead, Durban",CSK,RCB,2,Virat Kohli,5,38,35,4,2,108.57,50,14.9,38.33333333,23.16666667,23.14285714
392236,2009,RCB v DC,RCB,SRH,"SuperSport Park, Centurion",SRH,RCB,1,Virat Kohli,6,19,9,0,2,211.11,23,35.83333333,43.33333333,19.11111111,43.33333333
392238,2009,CSK v RCB,CSK,RCB,"The Wanderers Stadium, Johannesburg",CSK,RCB,2,Virat Kohli,5,24,17,1,2,141.17,31,30.33333333,28.2,5.636363636,38.0
392239,2009,DC v RCB,SRH,RCB,"The Wanderers Stadium, Johannesburg",SRH,RCB,2,Virat Kohli,6,7,8,1,0,87.5,8,14.09090909,38.0,44.0,11.5
335982,2008,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",KKR,RCB,2,Virat Kohli,3,1,5,0,0,20.0,1,5.636363636,11.5,52.66666667,17.85714286
335985,2008,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",MI,RCB,2,Virat Kohli,5,23,14,3,1,164.28,32,30.57142857,23.16666667,57.33333333,32.14285714
335992,2008,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",RR,RCB,1,Virat Kohli,5,13,14,0,1,92.85,15,16.1,53.6,19.88888889,53.6
335996,2008,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",CSK,RCB,2,Virat Kohli,6,12,7,2,0,171.42,14,18.72727273,22.0,32.42857143,35.16666667
335998,2008,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",DC,RCB,2,Virat Kohli,7,1,1,0,0,100.0,1,32.42857143,15.71428571,41.2,26.57142857
336034,2008,RCB v DC,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1,Virat Kohli,3,38,29,1,2,131.03,49,20.66666667,9.333333333,25.75,9.333333333
336006,2008,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",PBKS,RCB,1,Virat Kohli,2,34,36,5,0,94.44,43,12.54545455,35.57142857,18.88888889,35.57142857
336016,2008,PBKS v RCB,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,RCB,1,Virat Kohli,2,21,22,4,0,95.45,25,14.9,31.16666667,18.25,31.16666667
336023,2008,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",RR,RCB,2,Virat Kohli,2,3,7,0,0,42.85,3,14.0,2.833333333,32.5,16.66666667
336029,2008,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RCB,1,Virat Kohli,3,10,16,1,0,62.5,9,14.2,19.0,39.0,19.0
336002,2008,DC v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RCB,2,Virat Kohli,6,9,5,2,0,180.0,11,31.57142857,37.33333333,21.57142857,26.83333333
336012,2008,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",MI,RCB,1,Virat Kohli,6,0,1,0,0,0.0,-2,12.2,12.42857143,76.0,12.42857143
